Timestamp,Connected,Signal,Latency,Download,Upload
2026-03-11T02:42:22.308Z,false,0,0,0,0
2026-03-11T02:42:30.350Z,false,0,0,0,0
2026-03-11T02:42:38.324Z,false,0,0,0,0
2026-03-11T02:42:46.322Z,false,0,0,0,0
2026-03-11T02:42:58.090Z,true,100,45,0,5
2026-03-11T02:43:03.608Z,true,100,58,0,5
2026-03-11T02:43:11.607Z,true,100,54,0,5
2026-03-11T02:43:20.247Z,true,100,81,0,5
2026-03-11T02:43:27.609Z,true,100,42,0,5
2026-03-11T02:43:35.595Z,true,100,57,0,5
2026-03-11T02:43:43.609Z,true,100,66,0,5
2026-03-11T02:43:51.610Z,true,100,53,0,5
2026-03-11T02:43:59.377Z,true,100,40,0,5
2026-03-11T02:44:07.546Z,true,100,76,0,5
2026-03-11T02:44:15.619Z,true,100,59,0,5
2026-03-11T02:44:23.510Z,true,100,59,0,5
2026-03-11T02:44:31.609Z,true,100,59,0,5
2026-03-11T02:44:39.610Z,true,100,106,0,5
2026-03-11T02:44:47.376Z,true,100,50,0,5
2026-03-11T02:44:55.507Z,true,100,65,0,5
2026-03-11T02:45:03.619Z,true,100,64,0,5
2026-03-11T02:45:11.610Z,true,100,48,0,5
2026-03-11T02:45:19.611Z,true,100,75,0,5
2026-03-11T02:45:28.251Z,true,100,69,0,5
2026-03-11T02:45:35.612Z,true,100,51,0,5
2026-03-11T02:45:43.628Z,true,95,58,0,5
2026-03-11T02:45:51.611Z,true,100,60,0,5
2026-03-11T02:45:59.559Z,true,100,58,0,5
2026-03-11T02:46:08.345Z,true,100,54,0,5
2026-03-11T02:46:15.611Z,true,100,56,0,5
2026-03-11T02:46:23.434Z,true,100,32,0,5
2026-03-11T02:46:31.572Z,true,100,54,0,5
2026-03-11T02:46:39.614Z,true,100,56,0,5
2026-03-11T02:46:47.563Z,true,100,56,0,5
2026-03-11T02:46:55.613Z,true,100,57,0,5
2026-03-11T02:47:03.612Z,true,100,60,0,5
2026-03-11T02:47:11.615Z,true,100,52,0,5
2026-03-11T02:47:19.613Z,true,100,59,0,5
2026-03-11T02:47:27.365Z,true,100,61,0,5
2026-03-11T02:47:35.614Z,true,100,98,0,5
2026-03-11T02:47:43.614Z,true,100,54,0,5
2026-03-11T02:47:52.002Z,true,100,49,0,5
2026-03-11T02:47:59.614Z,true,100,60,0,5
